date,origin_port,destination_port,cargo_type,freight_rate,bdi,oil_price,commodity_price,commodity_demand,weather_disruption,port_congestion,usd_index
2023-09-12,Mumbai,Rotterdam,Iron Ore,1818.41,1064.52,55.26,87.39,96.68,1,13.75,95.89
2023-09-13,Mumbai,Rotterdam,Steel,1789.68,1062.98,55.23,87.21,93.11,0,36.8,97.49
2023-09-14,Mumbai,Dubai,Steel,1612.3,1045.9,55.33,86.74,92.65,0,47.03,95.64
2023-09-15,Shanghai,Los Angeles,Coal,2157.14,1049.58,55.21,86.3,81.76,2,58.28,96.28
2023-09-16,Mumbai,Rotterdam,Steel,1627.73,1046.56,55.36,85.98,86.73,0,58.48,98.25
2023-09-17,Singapore,Rotterdam,Coal,1785.02,1047.81,55.5,85.68,92.34,0,46.56,96.14
2023-09-18,Singapore,Rotterdam,Steel,1937.92,1038.92,55.71,85.39,92.3,0,31.54,93.56
2023-09-19,Mumbai,Rotterdam,Iron Ore,1672.8,1047.33,55.71,85.46,96.28,0,5.12,96.64
2023-09-20,Shanghai,Los Angeles,Iron Ore,2241.35,1053.99,55.76,85.28,89.45,0,36.44,95.03
2023-09-21,Singapore,Rotterdam,Iron Ore,2419.33,1057.12,55.93,85.19,92.17,1,63.42,97.36
2023-09-22,Mumbai,Dubai,Iron Ore,1622.02,1054.69,55.96,85.38,90.2,0,34.12,97.09
2023-09-23,Singapore,Rotterdam,Coal,2004.54,1058.09,55.86,85.15,85.16,1,48.42,98.24
2023-09-24,Shanghai,Rotterdam,Steel,2056.97,1051.33,55.77,85.05,78.79,0,46.32,97.39
2023-09-25,Shanghai,Rotterdam,Coal,1710.97,1057.23,55.78,85.11,92.21,0,24.77,97.66
2023-09-26,Shanghai,Los Angeles,Iron Ore,2319.69,1069.62,55.57,84.6,90.91,0,49.35,95.01
2023-09-27,Mumbai,Rotterdam,Coal,1875.68,1077.53,55.53,83.99,86.93,1,72.56,97.22
2023-09-28,Shanghai,Los Angeles,Steel,1926.52,1071.18,55.68,84.06,81.92,0,37.41,98.96
2023-09-29,Shanghai,Los Angeles,Coal,1845.38,1073.72,55.34,84.17,93.15,0,23.06,94.97
2023-09-30,Shanghai,Los Angeles,Steel,2079.26,1063.16,55.57,84.68,88.67,0,39.0,98.7
2023-10-01,Shanghai,Los Angeles,Coal,1719.06,1067.67,55.74,84.72,92.78,0,6.63,95.18
2023-10-02,Mumbai,Dubai,Steel,1463.87,1071.36,55.67,84.92,99.32,0,45.05,94.72
2023-10-03,Mumbai,Dubai,Steel,1306.71,1056.63,55.76,84.88,79.3,0,46.78,96.45
2023-10-04,Singapore,Rotterdam,Iron Ore,2002.32,1047.72,55.77,84.97,86.52,0,65.13,97.08
2023-10-05,Shanghai,Rotterdam,Steel,2098.65,1045.98,55.96,85.4,88.98,1,45.09,97.38
2023-10-06,Shanghai,Los Angeles,Iron Ore,2248.73,1044.25,56.13,84.89,97.31,0,46.13,94.57
2023-10-07,Singapore,Rotterdam,Iron Ore,2115.48,1035.39,55.94,85.02,81.87,0,27.08,96.67
2023-10-08,Shanghai,Rotterdam,Iron Ore,2321.82,1039.47,56.05,85.58,99.75,0,34.65,95.0
2023-10-09,Mumbai,Rotterdam,Coal,1381.99,1042.6,56.04,85.68,90.78,0,17.12,93.81
2023-10-10,Mumbai,Dubai,Coal,1251.67,1042.31,56.09,86.13,89.64,1,45.08,94.66
2023-10-11,Shanghai,Rotterdam,Coal,1952.74,1037.67,56.01,86.02,89.16,0,35.42,94.93
2023-10-12,Mumbai,Rotterdam,Coal,1660.82,1047.62,56.31,86.06,88.0,0,44.49,96.85
2023-10-13,Shanghai,Rotterdam,Steel,2327.33,1062.56,56.51,86.12,95.46,1,38.65,97.81
2023-10-14,Mumbai,Dubai,Steel,1469.89,1060.53,56.44,85.62,84.91,0,41.25,93.89
2023-10-15,Mumbai,Dubai,Coal,1121.74,1057.63,56.29,85.39,92.02,0,35.0,96.64
2023-10-16,Singapore,Rotterdam,Steel,1887.82,1063.69,56.28,85.18,88.41,0,35.03,94.37
2023-10-17,Shanghai,Los Angeles,Steel,2339.97,1063.1,56.4,85.45,86.57,1,49.21,97.1
2023-10-18,Shanghai,Rotterdam,Iron Ore,2789.95,1064.4,56.49,85.74,103.36,2,56.61,95.24
2023-10-19,Shanghai,Rotterdam,Iron Ore,2405.34,1072.88,56.74,85.9,92.57,1,59.42,94.61
2023-10-20,Mumbai,Rotterdam,Iron Ore,1846.73,1060.3,56.93,86.18,93.6,0,38.19,97.41
2023-10-21,Mumbai,Dubai,Iron Ore,1873.55,1073.69,57.14,86.23,96.28,3,58.75,95.36
2023-10-22,Shanghai,Rotterdam,Steel,2026.48,1077.25,57.26,86.62,83.54,0,37.29,95.79
2023-10-23,Mumbai,Dubai,Coal,1062.29,1077.08,57.13,86.71,99.47,0,29.28,92.95
2023-10-24,Shanghai,Rotterdam,Steel,2195.44,1079.62,57.18,86.83,78.23,1,42.6,97.73
2023-10-25,Singapore,Rotterdam,Steel,2025.49,1082.71,57.42,86.86,87.0,0,70.47,97.57
2023-10-26,Shanghai,Los Angeles,Steel,1906.66,1072.39,57.49,87.14,88.62,0,26.31,96.37
2023-10-27,Shanghai,Rotterdam,Iron Ore,2333.36,1088.01,57.66,87.14,93.9,0,35.82,94.1
2023-10-28,Mumbai,Dubai,Iron Ore,1548.15,1092.13,57.7,87.5,92.16,0,34.19,98.24
2023-10-29,Singapore,Rotterdam,Iron Ore,2286.17,1099.6,57.64,87.34,90.31,1,44.29,95.46
2023-10-30,Shanghai,Rotterdam,Coal,1863.96,1111.27,57.72,87.18,91.16,0,35.03,95.81
2023-10-31,Mumbai,Rotterdam,Steel,1697.77,1107.29,57.87,87.48,86.42,0,44.19,99.99
2023-11-01,Shanghai,Los Angeles,Coal,1577.78,1115.4,57.87,87.59,83.91,0,14.35,95.5
2023-11-02,Shanghai,Rotterdam,Iron Ore,2811.12,1117.7,57.94,87.61,95.12,2,71.56,97.71
2023-11-03,Singapore,Rotterdam,Coal,1697.13,1129.04,57.91,87.97,95.04,1,57.49,97.47
2023-11-04,Mumbai,Rotterdam,Steel,1661.76,1116.72,58.19,87.96,99.59,0,21.36,97.25
2023-11-05,Singapore,Rotterdam,Steel,2271.47,1120.74,58.26,88.05,87.81,3,29.96,97.13
2023-11-06,Singapore,Rotterdam,Iron Ore,2173.15,1120.86,58.6,88.55,95.33,1,33.34,97.31
2023-11-07,Mumbai,Rotterdam,Iron Ore,1970.87,1129.38,58.95,89.09,90.55,0,36.36,97.19
2023-11-08,Singapore,Rotterdam,Coal,2156.03,1138.32,59.06,89.63,98.02,0,78.7,96.75
2023-11-09,Mumbai,Rotterdam,Iron Ore,1654.34,1137.95,59.04,89.72,97.28,0,48.15,99.14
2023-11-10,Shanghai,Rotterdam,Iron Ore,2419.93,1137.67,58.86,90.19,93.34,1,20.89,94.94
2023-11-11,Mumbai,Rotterdam,Steel,1428.95,1142.31,58.77,90.12,90.7,0,29.66,98.49
2023-11-12,Mumbai,Rotterdam,Iron Ore,1940.88,1140.78,58.7,90.06,97.31,0,39.2,98.24
2023-11-13,Shanghai,Los Angeles,Iron Ore,2391.69,1153.26,59.04,89.65,95.86,0,43.81,98.1
2023-11-14,Mumbai,Rotterdam,Steel,1634.4,1156.17,59.2,90.24,89.32,2,36.28,98.77
2023-11-15,Mumbai,Rotterdam,Steel,1938.28,1138.88,59.4,90.21,86.22,0,37.98,97.0
2023-11-16,Shanghai,Rotterdam,Coal,2242.73,1141.95,59.21,90.36,91.54,2,45.24,94.39
2023-11-17,Shanghai,Los Angeles,Iron Ore,2489.5,1139.82,59.18,90.31,100.68,2,39.44,97.13
2023-11-18,Mumbai,Dubai,Steel,1684.17,1133.05,59.47,90.68,98.96,0,43.89,95.8
2023-11-19,Shanghai,Rotterdam,Coal,1896.72,1129.53,59.66,90.77,87.79,0,51.61,96.24
2023-11-20,Shanghai,Rotterdam,Coal,1965.58,1136.88,59.8,90.64,87.65,0,52.62,95.53
2023-11-21,Mumbai,Dubai,Iron Ore,1675.2,1154.08,60.04,90.95,99.99,2,64.62,96.73
2023-11-22,Mumbai,Rotterdam,Iron Ore,2106.04,1163.25,60.44,90.79,88.07,0,32.54,96.6
2023-11-23,Singapore,Rotterdam,Coal,1999.83,1165.16,60.57,90.78,96.43,0,50.72,93.99
2023-11-24,Shanghai,Los Angeles,Steel,2276.15,1175.66,60.75,90.46,90.94,0,44.64,98.66
2023-11-25,Singapore,Rotterdam,Coal,1974.35,1178.92,60.94,90.31,102.25,0,42.01,100.99
2023-11-26,Mumbai,Dubai,Iron Ore,1879.3,1180.39,61.47,90.57,90.45,2,46.82,98.63
2023-11-27,Shanghai,Rotterdam,Steel,2307.98,1178.27,61.33,90.29,100.16,0,32.55,97.47
2023-11-28,Shanghai,Rotterdam,Steel,2477.99,1171.44,61.6,90.14,95.51,1,49.11,97.75
2023-11-29,Shanghai,Los Angeles,Coal,2200.86,1175.6,61.76,90.36,95.99,0,76.6,97.26
2023-11-30,Shanghai,Rotterdam,Iron Ore,2463.61,1184.21,62.02,90.44,85.03,0,44.52,98.09
2023-12-01,Shanghai,Rotterdam,Coal,2249.05,1190.86,62.1,91.16,84.01,2,46.83,97.96
2023-12-02,Shanghai,Los Angeles,Coal,2000.78,1195.03,62.27,91.84,94.08,0,27.51,96.81
2023-12-03,Shanghai,Los Angeles,Coal,2235.45,1195.04,62.56,91.85,96.56,2,48.62,100.66
2023-12-04,Mumbai,Dubai,Steel,1533.52,1207.54,63.21,92.22,89.86,0,72.66,95.96
2023-12-05,Shanghai,Rotterdam,Steel,2171.24,1204.71,63.52,92.64,90.19,0,34.01,99.33
2023-12-06,Shanghai,Rotterdam,Iron Ore,2812.04,1218.69,63.58,92.73,98.6,0,53.6,98.16
2023-12-07,Mumbai,Dubai,Iron Ore,1973.93,1218.51,63.7,92.59,98.76,3,58.36,101.23
2023-12-08,Mumbai,Rotterdam,Coal,1967.22,1220.38,63.82,92.82,95.42,2,59.92,98.95
2023-12-09,Mumbai,Rotterdam,Coal,1665.21,1216.6,63.74,93.02,100.17,0,51.88,97.97
2023-12-10,Mumbai,Rotterdam,Coal,1516.74,1220.59,63.89,93.15,90.55,0,31.42,98.2
2023-12-11,Mumbai,Dubai,Iron Ore,1632.04,1236.46,64.19,93.5,94.81,0,30.38,98.69
2023-12-12,Shanghai,Rotterdam,Steel,2584.25,1248.69,64.19,93.55,104.99,0,64.88,96.99
2023-12-13,Mumbai,Dubai,Steel,1703.15,1264.67,64.55,93.51,97.25,1,62.77,97.61
2023-12-14,Mumbai,Dubai,Coal,1653.53,1277.06,64.82,93.78,97.71,0,51.86,96.15
2023-12-15,Mumbai,Rotterdam,Coal,2053.89,1276.47,64.9,94.13,108.77,2,67.81,97.51
2023-12-16,Singapore,Rotterdam,Coal,2229.77,1282.11,65.08,94.08,90.41,0,46.89,99.1
2023-12-17,Shanghai,Rotterdam,Coal,2562.8,1284.2,65.52,94.56,101.56,1,78.27,99.48
2023-12-18,Mumbai,Rotterdam,Iron Ore,1960.82,1303.2,65.83,94.37,106.06,0,40.66,96.13
2023-12-19,Singapore,Rotterdam,Steel,2425.66,1302.02,66.03,94.48,96.28,0,48.66,98.96
2023-12-20,Singapore,Rotterdam,Coal,2058.63,1317.6,66.2,94.67,102.37,2,34.24,100.08
2023-12-21,Shanghai,Los Angeles,Iron Ore,2568.37,1333.2,66.42,94.76,93.34,0,27.63,99.05
2023-12-22,Shanghai,Rotterdam,Coal,2232.0,1356.32,66.54,94.88,94.98,1,29.99,98.42
2023-12-23,Singapore,Rotterdam,Coal,2641.69,1361.54,66.43,95.6,100.51,2,75.11,98.82
2023-12-24,Mumbai,Rotterdam,Steel,2016.95,1375.77,66.94,95.64,102.75,0,1.71,98.69
2023-12-25,Shanghai,Los Angeles,Coal,2160.89,1402.56,67.17,96.51,104.53,0,33.97,98.62
2023-12-26,Shanghai,Rotterdam,Steel,2389.46,1406.18,67.43,96.87,106.95,0,0.0,99.9
2023-12-27,Mumbai,Dubai,Steel,1697.6,1402.47,67.63,97.15,98.93,0,27.53,103.17
2023-12-28,Mumbai,Rotterdam,Steel,2133.84,1396.01,67.73,97.53,105.41,0,32.64,98.66
2023-12-29,Singapore,Rotterdam,Iron Ore,2733.72,1410.31,67.91,98.42,97.9,0,60.77,99.37
2023-12-30,Singapore,Rotterdam,Iron Ore,2574.88,1403.84,67.87,98.43,104.3,0,45.95,99.84
2023-12-31,Mumbai,Rotterdam,Steel,1952.85,1409.46,68.42,98.41,100.99,0,27.5,98.95
2024-01-01,Singapore,Rotterdam,Coal,2264.25,1423.71,68.49,98.54,102.4,0,55.99,101.72
2024-01-02,Shanghai,Los Angeles,Steel,2680.42,1433.79,68.54,98.81,102.46,0,40.27,96.58
2024-01-03,Shanghai,Rotterdam,Coal,2414.21,1445.79,68.68,98.64,92.49,0,40.56,99.41
2024-01-04,Shanghai,Los Angeles,Steel,2350.29,1456.15,69.08,98.9,95.07,0,21.96,101.5
2024-01-05,Singapore,Rotterdam,Coal,2225.52,1474.96,69.29,99.58,101.37,0,25.15,99.9
2024-01-06,Mumbai,Dubai,Iron Ore,1846.55,1475.9,69.31,99.87,92.59,0,27.62,99.18
2024-01-07,Shanghai,Rotterdam,Coal,2552.6,1479.03,69.71,100.06,105.36,0,40.7,101.14
2024-01-08,Shanghai,Rotterdam,Steel,2984.31,1481.38,70.02,100.16,105.73,0,41.17,101.91
2024-01-09,Mumbai,Rotterdam,Iron Ore,2563.49,1496.53,70.3,100.64,103.18,1,71.16,100.93
2024-01-10,Mumbai,Rotterdam,Coal,2046.7,1512.22,70.62,100.69,96.11,0,45.78,99.48
2024-01-11,Mumbai,Dubai,Coal,1466.82,1524.29,71.18,101.4,108.78,0,0.0,101.44
2024-01-12,Shanghai,Rotterdam,Coal,2811.19,1542.19,71.71,102.14,112.24,2,59.94,100.22
2024-01-13,Mumbai,Dubai,Coal,1683.85,1541.17,71.81,102.45,102.95,1,26.25,102.0
2024-01-14,Mumbai,Rotterdam,Coal,1927.23,1562.88,72.25,102.7,104.94,0,25.51,103.18
2024-01-15,Mumbai,Rotterdam,Iron Ore,2640.47,1583.4,72.51,103.21,103.56,0,27.82,97.11
2024-01-16,Shanghai,Rotterdam,Iron Ore,3018.97,1597.58,72.78,103.73,105.37,0,30.05,101.25
2024-01-17,Shanghai,Los Angeles,Iron Ore,2926.06,1620.1,72.73,103.78,102.29,0,19.37,98.55
2024-01-18,Singapore,Rotterdam,Iron Ore,3083.99,1615.06,72.9,103.89,102.87,3,67.05,104.88
2024-01-19,Mumbai,Rotterdam,Steel,2226.5,1619.03,72.97,103.81,107.74,0,18.84,100.58
2024-01-20,Mumbai,Rotterdam,Iron Ore,2910.99,1621.27,73.29,104.15,115.1,2,61.35,102.47
2024-01-21,Shanghai,Los Angeles,Coal,2580.84,1635.11,73.65,104.56,96.53,0,73.55,101.36
2024-01-22,Shanghai,Los Angeles,Coal,2504.88,1634.73,73.53,104.47,103.18,3,44.06,100.27
2024-01-23,Mumbai,Dubai,Iron Ore,2072.32,1648.76,73.72,104.59,97.95,0,35.73,100.16
2024-01-24,Mumbai,Dubai,Coal,1644.28,1667.63,74.07,104.49,111.97,0,2.15,103.98
2024-01-25,Singapore,Rotterdam,Iron Ore,2961.14,1681.04,74.23,104.5,101.23,0,35.49,103.1
2024-01-26,Singapore,Rotterdam,Coal,2643.9,1691.1,74.53,104.87,97.11,0,49.64,104.65
2024-01-27,Shanghai,Rotterdam,Steel,2982.97,1690.92,74.77,104.92,107.67,0,50.81,101.87
2024-01-28,Mumbai,Dubai,Steel,2005.43,1691.8,75.0,105.08,113.35,1,49.16,102.28
2024-01-29,Mumbai,Rotterdam,Iron Ore,2535.49,1709.38,75.14,104.9,108.1,0,53.34,101.51
2024-01-30,Mumbai,Dubai,Iron Ore,2462.29,1723.13,75.14,105.17,105.96,1,86.19,101.54
2024-01-31,Mumbai,Rotterdam,Iron Ore,2779.75,1730.27,75.15,105.38,107.13,0,65.68,100.47
2024-02-01,Shanghai,Los Angeles,Coal,2530.41,1734.29,75.44,105.42,112.31,0,32.16,102.22
2024-02-02,Mumbai,Dubai,Iron Ore,2357.07,1725.38,75.61,105.59,101.01,2,34.23,100.97
2024-02-03,Shanghai,Los Angeles,Steel,2877.39,1724.02,75.77,105.85,104.96,0,33.91,102.87
2024-02-04,Singapore,Rotterdam,Coal,2422.57,1746.44,75.87,105.86,103.4,0,25.8,102.52
2024-02-05,Singapore,Rotterdam,Iron Ore,2944.45,1743.25,76.0,105.71,99.97,0,46.77,102.75
2024-02-06,Shanghai,Rotterdam,Coal,2579.65,1751.72,76.32,106.37,104.3,0,22.28,104.89
2024-02-07,Mumbai,Dubai,Coal,1773.4,1766.65,76.44,106.41,111.62,2,54.91,102.38
2024-02-08,Shanghai,Los Angeles,Iron Ore,3306.71,1763.4,76.4,106.59,109.05,0,52.57,103.62
2024-02-09,Mumbai,Rotterdam,Coal,2187.72,1771.57,76.67,107.05,109.57,0,38.49,105.62
2024-02-10,Singapore,Rotterdam,Steel,2880.13,1785.67,76.8,108.13,107.21,1,33.81,104.55
2024-02-11,Singapore,Rotterdam,Steel,2974.05,1792.27,76.96,108.01,109.23,0,57.62,104.37
2024-02-12,Mumbai,Rotterdam,Coal,2123.94,1821.62,77.35,108.32,102.74,0,11.82,102.24
2024-02-13,Shanghai,Los Angeles,Iron Ore,3497.26,1814.57,77.5,108.33,105.32,2,51.08,103.09
2024-02-14,Shanghai,Los Angeles,Coal,2710.61,1829.24,77.69,108.38,107.95,0,39.38,100.82
2024-02-15,Mumbai,Dubai,Steel,2037.03,1833.96,77.66,108.38,108.5,1,48.24,103.59
2024-02-16,Mumbai,Dubai,Coal,1843.39,1846.13,77.77,108.28,108.83,0,42.71,103.3
2024-02-17,Shanghai,Rotterdam,Coal,3020.11,1855.54,78.01,108.45,106.66,1,57.16,102.98
2024-02-18,Singapore,Rotterdam,Steel,3049.27,1855.46,77.91,108.25,105.58,2,55.47,104.53
2024-02-19,Mumbai,Dubai,Coal,2021.48,1862.95,78.08,108.66,123.37,0,34.48,101.22
2024-02-20,Shanghai,Los Angeles,Coal,2647.53,1853.65,78.23,108.84,112.22,0,33.89,105.53
2024-02-21,Mumbai,Rotterdam,Iron Ore,2719.87,1863.91,78.36,109.11,109.86,0,30.83,104.47
2024-02-22,Shanghai,Los Angeles,Iron Ore,3556.09,1871.62,78.65,109.15,106.74,1,59.81,103.06
2024-02-23,Singapore,Rotterdam,Steel,2925.26,1881.94,78.82,109.22,105.75,0,30.3,102.98
2024-02-24,Shanghai,Los Angeles,Steel,3217.62,1895.5,79.17,109.44,107.46,0,52.7,103.97
2024-02-25,Shanghai,Rotterdam,Steel,3271.14,1903.41,79.14,109.3,109.68,0,40.28,105.57
2024-02-26,Singapore,Rotterdam,Iron Ore,3196.33,1909.44,79.27,109.35,98.91,2,48.18,103.48
2024-02-27,Mumbai,Rotterdam,Steel,2669.93,1907.12,79.4,109.28,100.56,0,49.28,103.58
2024-02-28,Shanghai,Rotterdam,Steel,3279.41,1906.02,79.35,109.2,105.31,0,29.09,103.42
2024-02-29,Singapore,Rotterdam,Steel,2954.4,1919.99,79.6,108.8,109.62,0,49.57,106.11
2024-03-01,Mumbai,Rotterdam,Iron Ore,2842.5,1935.83,80.05,109.27,107.47,0,43.19,102.92
2024-03-02,Shanghai,Rotterdam,Coal,2829.75,1938.14,80.15,109.22,116.15,0,31.06,103.46
2024-03-03,Shanghai,Rotterdam,Steel,3053.13,1942.6,80.33,109.64,101.43,0,47.93,105.73
2024-03-04,Singapore,Rotterdam,Coal,2881.93,1939.33,80.43,110.02,105.16,2,64.2,103.79
2024-03-05,Mumbai,Dubai,Steel,2498.59,1952.54,80.42,109.82,116.59,3,81.36,105.3
2024-03-06,Shanghai,Rotterdam,Coal,3005.6,1961.55,80.23,109.65,109.72,0,54.49,102.26
2024-03-07,Shanghai,Rotterdam,Iron Ore,3573.47,1980.65,80.21,110.4,113.56,0,47.37,103.35
2024-03-08,Mumbai,Rotterdam,Iron Ore,2723.94,1977.04,80.09,110.94,119.46,0,23.09,105.91
2024-03-09,Shanghai,Los Angeles,Steel,3346.59,1977.31,80.42,111.03,105.8,0,76.73,102.69
2024-03-10,Singapore,Rotterdam,Coal,2543.94,1982.31,80.48,111.19,108.84,0,18.95,103.51
2024-03-11,Singapore,Rotterdam,Iron Ore,3442.9,1990.5,80.5,111.12,108.03,0,54.24,104.14
2024-03-12,Mumbai,Dubai,Steel,2263.03,1991.65,80.7,111.32,99.68,0,46.47,102.3
2024-03-13,Mumbai,Dubai,Steel,2457.37,1987.4,80.6,111.22,107.96,1,30.39,103.18
2024-03-14,Singapore,Rotterdam,Iron Ore,3587.05,1997.05,80.55,110.79,113.97,1,46.14,103.99
2024-03-15,Mumbai,Dubai,Iron Ore,2447.18,2005.27,80.62,110.53,112.31,0,38.82,103.91
2024-03-16,Mumbai,Rotterdam,Steel,2661.57,2000.25,80.83,110.61,112.75,0,59.58,105.78
2024-03-17,Singapore,Rotterdam,Coal,2952.06,2013.26,80.95,110.39,107.82,2,45.3,106.19
2024-03-18,Mumbai,Dubai,Coal,2191.21,2024.65,81.04,110.44,106.46,2,52.07,102.61
2024-03-19,Singapore,Rotterdam,Coal,2561.54,2027.6,81.1,110.22,116.12,0,4.96,104.08
2024-03-20,Shanghai,Los Angeles,Steel,3408.99,2029.97,81.2,110.08,107.32,0,66.02,104.94
2024-03-21,Shanghai,Rotterdam,Iron Ore,3409.77,2036.0,81.27,110.34,111.31,0,23.94,106.21
2024-03-22,Singapore,Rotterdam,Steel,3061.89,2030.55,81.15,110.45,110.69,0,44.9,105.03
2024-03-23,Shanghai,Rotterdam,Iron Ore,3743.3,2032.09,81.18,110.48,117.21,0,38.48,104.4
2024-03-24,Mumbai,Dubai,Coal,1987.69,2016.02,81.05,110.74,114.78,0,38.53,104.97
2024-03-25,Shanghai,Rotterdam,Coal,3029.06,2024.04,81.09,110.89,103.46,0,52.15,104.99
2024-03-26,Singapore,Rotterdam,Iron Ore,3455.1,2012.41,81.04,111.27,104.02,0,65.07,102.59
2024-03-27,Shanghai,Los Angeles,Iron Ore,3460.78,2025.14,81.43,111.18,112.87,0,43.77,104.28
2024-03-28,Mumbai,Dubai,Steel,2568.88,2023.07,81.44,111.09,109.66,2,65.83,106.18
2024-03-29,Singapore,Rotterdam,Coal,2680.24,2021.79,81.24,110.78,107.72,0,44.93,103.69
2024-03-30,Mumbai,Dubai,Steel,2333.75,2017.04,81.23,110.68,115.08,0,55.26,104.19
2024-03-31,Mumbai,Rotterdam,Steel,2650.72,2014.85,81.31,110.92,110.94,0,33.06,103.64
2024-04-01,Shanghai,Rotterdam,Steel,3358.25,2026.17,81.56,111.25,110.26,0,56.13,100.53
2024-04-02,Mumbai,Rotterdam,Coal,2479.91,2006.09,81.47,111.48,113.89,0,56.66,104.03
2024-04-03,Singapore,Rotterdam,Steel,3044.19,2015.99,81.22,111.02,108.11,0,56.24,104.45
2024-04-04,Shanghai,Los Angeles,Steel,3320.23,2018.22,81.33,111.28,117.82,0,30.1,103.22
2024-04-05,Mumbai,Dubai,Steel,2082.68,2007.94,81.11,110.8,106.03,0,37.47,102.26
2024-04-06,Shanghai,Rotterdam,Steel,3298.83,1998.57,81.03,111.0,113.24,0,43.59,102.66
2024-04-07,Mumbai,Dubai,Steel,2130.79,2011.07,80.97,110.88,117.1,1,27.44,105.12
2024-04-08,Singapore,Rotterdam,Steel,2998.89,2002.45,80.93,111.03,103.03,0,63.92,106.92
2024-04-09,Mumbai,Dubai,Coal,2146.87,1992.01,81.0,110.66,108.17,0,39.82,106.03
2024-04-10,Shanghai,Rotterdam,Steel,3435.29,1999.76,80.87,110.91,115.57,0,44.26,101.93
2024-04-11,Singapore,Rotterdam,Iron Ore,3316.73,2000.97,80.79,110.5,115.62,0,31.34,105.21
2024-04-12,Mumbai,Dubai,Steel,2057.8,1991.82,80.75,110.28,108.94,0,20.1,102.92
2024-04-13,Shanghai,Los Angeles,Steel,3189.84,1991.76,80.73,109.98,106.09,0,30.94,103.03
2024-04-14,Singapore,Rotterdam,Coal,3050.64,1981.62,80.7,109.48,114.5,3,67.29,103.2
2024-04-15,Singapore,Rotterdam,Coal,3130.06,1988.35,80.71,109.45,115.6,2,66.1,104.93
2024-04-16,Shanghai,Los Angeles,Iron Ore,3358.11,1994.62,80.79,109.83,103.81,0,42.43,105.29
2024-04-17,Mumbai,Rotterdam,Iron Ore,2926.08,1996.51,80.79,110.43,103.57,1,53.2,103.69
2024-04-18,Shanghai,Rotterdam,Coal,3043.46,1996.9,80.8,110.37,110.67,0,34.94,103.69
2024-04-19,Mumbai,Rotterdam,Coal,2705.46,2008.34,80.5,110.57,112.63,2,63.44,104.49
2024-04-20,Mumbai,Dubai,Steel,2346.45,2005.55,80.44,110.55,107.94,0,62.24,104.62
2024-04-21,Shanghai,Los Angeles,Coal,2819.78,1993.17,80.44,110.59,112.77,0,50.57,105.51
2024-04-22,Mumbai,Rotterdam,Iron Ore,2865.03,1993.7,80.47,110.41,105.76,0,52.14,101.8
2024-04-23,Singapore,Rotterdam,Steel,3012.76,2007.18,80.29,110.36,98.67,0,44.41,103.73
2024-04-24,Mumbai,Dubai,Iron Ore,2317.68,1995.72,80.11,110.4,107.06,1,25.45,102.07
2024-04-25,Mumbai,Dubai,Steel,2454.7,1989.35,79.94,110.15,109.43,2,40.33,103.57
2024-04-26,Mumbai,Rotterdam,Coal,2134.77,1989.07,79.94,110.02,107.66,0,46.82,103.28
2024-04-27,Mumbai,Rotterdam,Iron Ore,2858.8,1984.9,80.0,109.89,103.17,1,47.84,103.52
2024-04-28,Shanghai,Los Angeles,Steel,3211.44,1973.16,79.85,109.98,99.81,1,54.6,102.36
2024-04-29,Shanghai,Rotterdam,Steel,3127.82,1978.13,79.89,109.6,106.24,0,65.15,101.29
2024-04-30,Mumbai,Rotterdam,Coal,2275.97,1992.55,79.81,109.46,113.21,0,50.89,100.35
2024-05-01,Mumbai,Rotterdam,Coal,2509.98,1989.85,79.69,109.81,114.92,0,58.88,103.26
2024-05-02,Singapore,Rotterdam,Coal,2740.77,1978.22,79.55,109.97,114.49,0,41.42,102.77
2024-05-03,Mumbai,Dubai,Iron Ore,2460.34,1961.31,79.55,110.17,104.38,0,27.89,102.37
2024-05-04,Shanghai,Rotterdam,Steel,3352.75,1958.72,79.49,110.04,102.6,0,39.13,105.33
2024-05-05,Singapore,Rotterdam,Coal,2686.01,1962.78,79.72,109.97,110.76,0,27.93,102.02
2024-05-06,Shanghai,Los Angeles,Iron Ore,3588.04,1961.69,79.47,110.08,111.35,0,63.37,105.39
2024-05-07,Shanghai,Los Angeles,Iron Ore,3775.29,1956.65,79.43,110.32,110.07,2,67.86,105.67
2024-05-08,Mumbai,Rotterdam,Iron Ore,2529.52,1946.8,79.23,109.67,97.9,0,47.81,100.26
2024-05-09,Mumbai,Rotterdam,Coal,2220.58,1932.82,78.97,109.19,103.53,0,58.54,103.28
2024-05-10,Shanghai,Los Angeles,Coal,2631.41,1934.12,78.84,109.35,107.61,0,9.7,102.5
2024-05-11,Mumbai,Rotterdam,Steel,2659.95,1935.95,78.73,109.12,110.09,0,48.82,98.69
2024-05-12,Shanghai,Rotterdam,Steel,3126.38,1917.99,79.03,108.78,111.37,0,20.34,100.85
2024-05-13,Mumbai,Rotterdam,Coal,2192.93,1925.0,78.87,108.3,108.14,0,39.89,104.13
2024-05-14,Mumbai,Dubai,Iron Ore,2394.75,1923.77,78.56,107.99,108.96,0,35.32,105.95
2024-05-15,Mumbai,Rotterdam,Iron Ore,2954.05,1929.04,78.46,107.46,107.61,0,49.93,104.23
